0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"00, 00, 085","00, 01, 085","00, 02, 085","00, 03, 085","00, 04, 085","00, 05, 085","00, 06, 085","00, 07, 085","00, 08, 085","00, 09, 085","00, 10, 085","00, 11, 085","00, 12, 085","00, 13, 085","00, 14, 085","00, 15, 085","00, 16, 085","00, 17, 085","00, 18, 085","00, 19, 085"
"00, 00, 086","00, 01, 086","00, 02, 086","00, 03, 086","00, 04, 086","00, 05, 086","00, 06, 086","00, 07, 086","00, 08, 086","00, 09, 086","00, 10, 086","00, 11, 086","00, 12, 086","00, 13, 086","00, 14, 086","00, 15, 086","00, 16, 086","00, 17, 086","00, 18, 086","00, 19, 086"
"00, 00, 087","00, 01, 087","00, 02, 087","00, 03, 087","00, 04, 087","00, 05, 087","00, 06, 087","00, 07, 087","00, 08, 087","00, 09, 087","00, 10, 087","00, 11, 087","00, 12, 087","00, 13, 087","00, 14, 087","00, 15, 087","00, 16, 087","00, 17, 087","00, 18, 087","00, 19, 087"
"00, 00, 088","00, 01, 088","00, 02, 088","00, 03, 088","00, 04, 088","00, 05, 088","00, 06, 088","00, 07, 088","00, 08, 088","00, 09, 088","00, 10, 088","00, 11, 088","00, 12, 088","00, 13, 088","00, 14, 088","00, 15, 088","00, 16, 088","00, 17, 088","00, 18, 088","00, 19, 088"
"00, 00, 089","00, 01, 089","00, 02, 089","00, 03, 089","00, 04, 089","00, 05, 089","00, 06, 089","00, 07, 089","00, 08, 089","00, 09, 089","00, 10, 089","00, 11, 089","00, 12, 089","00, 13, 089","00, 14, 089","00, 15, 089","00, 16, 089","00, 17, 089","00, 18, 089","00, 19, 089"
"00, 00, 090","00, 01, 090","00, 02, 090","00, 03, 090","00, 04, 090","00, 05, 090","00, 06, 090","00, 07, 090","00, 08, 090","00, 09, 090","00, 10, 090","00, 11, 090","00, 12, 090","00, 13, 090","00, 14, 090","00, 15, 090","00, 16, 090","00, 17, 090","00, 18, 090","00, 19, 090"
"00, 00, 091","00, 01, 091","00, 02, 091","00, 03, 091","00, 04, 091","00, 05, 091","00, 06, 091","00, 07, 091","00, 08, 091","00, 09, 091","00, 10, 091","00, 11, 091","00, 12, 091","00, 13, 091","00, 14, 091","00, 15, 091","00, 16, 091","00, 17, 091","00, 18, 091","00, 19, 091"
"00, 00, 092","00, 01, 092","00, 02, 092","00, 03, 092","00, 04, 092","00, 05, 092","00, 06, 092","00, 07, 092","00, 08, 092","00, 09, 092","00, 10, 092","00, 11, 092","00, 12, 092","00, 13, 092","00, 14, 092","00, 15, 092","00, 16, 092","00, 17, 092","00, 18, 092","00, 19, 092"
"00, 00, 093","00, 01, 093","00, 02, 093","00, 03, 093","00, 04, 093","00, 05, 093","00, 06, 093","00, 07, 093","00, 08, 093","00, 09, 093","00, 10, 093","00, 11, 093","00, 12, 093","00, 13, 093","00, 14, 093","00, 15, 093","00, 16, 093","00, 17, 093","00, 18, 093","00, 19, 093"
"00, 00, 094","00, 01, 094","00, 02, 094","00, 03, 094","00, 04, 094","00, 05, 094","00, 06, 094","00, 07, 094","00, 08, 094","00, 09, 094","00, 10, 094","00, 11, 094","00, 12, 094","00, 13, 094","00, 14, 094","00, 15, 094","00, 16, 094","00, 17, 094","00, 18, 094","00, 19, 094"
"00, 00, 095","00, 01, 095","00, 02, 095","00, 03, 095","00, 04, 095","00, 05, 095","00, 06, 095","00, 07, 095","00, 08, 095","00, 09, 095","00, 10, 095","00, 11, 095","00, 12, 095","00, 13, 095","00, 14, 095","00, 15, 095","00, 16, 095","00, 17, 095","00, 18, 095","00, 19, 095"
"00, 00, 096","00, 01, 096","00, 02, 096","00, 03, 096","00, 04, 096","00, 05, 096","00, 06, 096","00, 07, 096","00, 08, 096","00, 09, 096","00, 10, 096","00, 11, 096","00, 12, 096","00, 13, 096","00, 14, 096","00, 15, 096","00, 16, 096","00, 17, 096","00, 18, 096","00, 19, 096"
"00, 00, 097","00, 01, 097","00, 02, 097","00, 03, 097","00, 04, 097","00, 05, 097","00, 06, 097","00, 07, 097","00, 08, 097","00, 09, 097","00, 10, 097","00, 11, 097","00, 12, 097","00, 13, 097","00, 14, 097","00, 15, 097","00, 16, 097","00, 17, 097","00, 18, 097","00, 19, 097"
"00, 00, 098","00, 01, 098","00, 02, 098","00, 03, 098","00, 04, 098","00, 05, 098","00, 06, 098","00, 07, 098","00, 08, 098","00, 09, 098","00, 10, 098","00, 11, 098","00, 12, 098","00, 13, 098","00, 14, 098","00, 15, 098","00, 16, 098","00, 17, 098","00, 18, 098","00, 19, 098"
"00, 00, 099","00, 01, 099","00, 02, 099","00, 03, 099","00, 04, 099","00, 05, 099","00, 06, 099","00, 07, 099","00, 08, 099","00, 09, 099","00, 10, 099","00, 11, 099","00, 12, 099","00, 13, 099","00, 14, 099","00, 15, 099","00, 16, 099","00, 17, 099","00, 18, 099","00, 19, 099"
"00, 00, 100","00, 01, 100","00, 02, 100","00, 03, 100","00, 04, 100","00, 05, 100","00, 06, 100","00, 07, 100","00, 08, 100","00, 09, 100","00, 10, 100","00, 11, 100","00, 12, 100","00, 13, 100","00, 14, 100","00, 15, 100","00, 16, 100","00, 17, 100","00, 18, 100","00, 19, 100"
"00, 00, 101","00, 01, 101","00, 02, 101","00, 03, 101","00, 04, 101","00, 05, 101","00, 06, 101","00, 07, 101","00, 08, 101","00, 09, 101","00, 10, 101","00, 11, 101","00, 12, 101","00, 13, 101","00, 14, 101","00, 15, 101","00, 16, 101","00, 17, 101","00, 18, 101","00, 19, 101"
"00, 00, 102","00, 01, 102","00, 02, 102","00, 03, 102","00, 04, 102","00, 05, 102","00, 06, 102","00, 07, 102","00, 08, 102","00, 09, 102","00, 10, 102","00, 11, 102","00, 12, 102","00, 13, 102","00, 14, 102","00, 15, 102","00, 16, 102","00, 17, 102","00, 18, 102","00, 19, 102"
"00, 00, 103","00, 01, 103","00, 02, 103","00, 03, 103","00, 04, 103","00, 05, 103","00, 06, 103","00, 07, 103","00, 08, 103","00, 09, 103","00, 10, 103","00, 11, 103","00, 12, 103","00, 13, 103","00, 14, 103","00, 15, 103","00, 16, 103","00, 17, 103","00, 18, 103","00, 19, 103"
"00, 00, 104","00, 01, 104","00, 02, 104","00, 03, 104","00, 04, 104","00, 05, 104","00, 06, 104","00, 07, 104","00, 08, 104","00, 09, 104","00, 10, 104","00, 11, 104","00, 12, 104","00, 13, 104","00, 14, 104","00, 15, 104","00, 16, 104","00, 17, 104","00, 18, 104","00, 19, 104"
"00, 00, 105","00, 01, 105","00, 02, 105","00, 03, 105","00, 04, 105","00, 05, 105","00, 06, 105","00, 07, 105","00, 08, 105","00, 09, 105","00, 10, 105","00, 11, 105","00, 12, 105","00, 13, 105","00, 14, 105","00, 15, 105","00, 16, 105","00, 17, 105","00, 18, 105","00, 19, 105"
"00, 00, 106","00, 01, 106","00, 02, 106","00, 03, 106","00, 04, 106","00, 05, 106","00, 06, 106","00, 07, 106","00, 08, 106","00, 09, 106","00, 10, 106","00, 11, 106","00, 12, 106","00, 13, 106","00, 14, 106","00, 15, 106","00, 16, 106","00, 17, 106","00, 18, 106","00, 19, 106"
"00, 00, 107","00, 01, 107","00, 02, 107","00, 03, 107","00, 04, 107","00, 05, 107","00, 06, 107","00, 07, 107","00, 08, 107","00, 09, 107","00, 10, 107","00, 11, 107","00, 12, 107","00, 13, 107","00, 14, 107","00, 15, 107","00, 16, 107","00, 17, 107","00, 18, 107","00, 19, 107"
"00, 00, 108","00, 01, 108","00, 02, 108","00, 03, 108","00, 04, 108","00, 05, 108","00, 06, 108","00, 07, 108","00, 08, 108","00, 09, 108","00, 10, 108","00, 11, 108","00, 12, 108","00, 13, 108","00, 14, 108","00, 15, 108","00, 16, 108","00, 17, 108","00, 18, 108","00, 19, 108"
"00, 00, 109","00, 01, 109","00, 02, 109","00, 03, 109","00, 04, 109","00, 05, 109","00, 06, 109","00, 07, 109","00, 08, 109","00, 09, 109","00, 10, 109","00, 11, 109","00, 12, 109","00, 13, 109","00, 14, 109","00, 15, 109","00, 16, 109","00, 17, 109","00, 18, 109","00, 19, 109"
"00, 00, 110","00, 01, 110","00, 02, 110","00, 03, 110","00, 04, 110","00, 05, 110","00, 06, 110","00, 07, 110","00, 08, 110","00, 09, 110","00, 10, 110","00, 11, 110","00, 12, 110","00, 13, 110","00, 14, 110","00, 15, 110","00, 16, 110","00, 17, 110","00, 18, 110","00, 19, 110"
"00, 00, 111","00, 01, 111","00, 02, 111","00, 03, 111","00, 04, 111","00, 05, 111","00, 06, 111","00, 07, 111","00, 08, 111","00, 09, 111","00, 10, 111","00, 11, 111","00, 12, 111","00, 13, 111","00, 14, 111","00, 15, 111","00, 16, 111","00, 17, 111","00, 18, 111","00, 19, 111"
"00, 00, 112","00, 01, 112","00, 02, 112","00, 03, 112","00, 04, 112","00, 05, 112","00, 06, 112","00, 07, 112","00, 08, 112","00, 09, 112","00, 10, 112","00, 11, 112","00, 12, 112","00, 13, 112","00, 14, 112","00, 15, 112","00, 16, 112","00, 17, 112","00, 18, 112","00, 19, 112"
"00, 00, 113","00, 01, 113","00, 02, 113","00, 03, 113","00, 04, 113","00, 05, 113","00, 06, 113","00, 07, 113","00, 08, 113","00, 09, 113","00, 10, 113","00, 11, 113","00, 12, 113","00, 13, 113","00, 14, 113","00, 15, 113","00, 16, 113","00, 17, 113","00, 18, 113","00, 19, 113"
"00, 00, 114","00, 01, 114","00, 02, 114","00, 03, 114","00, 04, 114","00, 05, 114","00, 06, 114","00, 07, 114","00, 08, 114","00, 09, 114","00, 10, 114","00, 11, 114","00, 12, 114","00, 13, 114","00, 14, 114","00, 15, 114","00, 16, 114","00, 17, 114","00, 18, 114","00, 19, 114"
"00, 00, 115","00, 01, 115","00, 02, 115","00, 03, 115","00, 04, 115","00, 05, 115","00, 06, 115","00, 07, 115","00, 08, 115","00, 09, 115","00, 10, 115","00, 11, 115","00, 12, 115","00, 13, 115","00, 14, 115","00, 15, 115","00, 16, 115","00, 17, 115","00, 18, 115","00, 19, 115"
"00, 00, 116","00, 01, 116","00, 02, 116","00, 03, 116","00, 04, 116","00, 05, 116","00, 06, 116","00, 07, 116","00, 08, 116","00, 09, 116","00, 10, 116","00, 11, 116","00, 12, 116","00, 13, 116","00, 14, 116","00, 15, 116","00, 16, 116","00, 17, 116","00, 18, 116","00, 19, 116"
"00, 00, 117","00, 01, 117","00, 02, 117","00, 03, 117","00, 04, 117","00, 05, 117","00, 06, 117","00, 07, 117","00, 08, 117","00, 09, 117","00, 10, 117","00, 11, 117","00, 12, 117","00, 13, 117","00, 14, 117","00, 15, 117","00, 16, 117","00, 17, 117","00, 18, 117","00, 19, 117"
"00, 00, 118","00, 01, 118","00, 02, 118","00, 03, 118","00, 04, 118","00, 05, 118","00, 06, 118","00, 07, 118","00, 08, 118","00, 09, 118","00, 10, 118","00, 11, 118","00, 12, 118","00, 13, 118","00, 14, 118","00, 15, 118","00, 16, 118","00, 17, 118","00, 18, 118","00, 19, 118"
"00, 00, 119","00, 01, 119","00, 02, 119","00, 03, 119","00, 04, 119","00, 05, 119","00, 06, 119","00, 07, 119","00, 08, 119","00, 09, 119","00, 10, 119","00, 11, 119","00, 12, 119","00, 13, 119","00, 14, 119","00, 15, 119","00, 16, 119","00, 17, 119","00, 18, 119","00, 19, 119"
"00, 00, 120","00, 01, 120","00, 02, 120","00, 03, 120","00, 04, 120","00, 05, 120","00, 06, 120","00, 07, 120","00, 08, 120","00, 09, 120","00, 10, 120","00, 11, 120","00, 12, 120","00, 13, 120","00, 14, 120","00, 15, 120","00, 16, 120","00, 17, 120","00, 18, 120","00, 19, 120"
"00, 00, 121","00, 01, 121","00, 02, 121","00, 03, 121","00, 04, 121","00, 05, 121","00, 06, 121","00, 07, 121","00, 08, 121","00, 09, 121","00, 10, 121","00, 11, 121","00, 12, 121","00, 13, 121","00, 14, 121","00, 15, 121","00, 16, 121","00, 17, 121","00, 18, 121","00, 19, 121"
"00, 00, 122","00, 01, 122","00, 02, 122","00, 03, 122","00, 04, 122","00, 05, 122","00, 06, 122","00, 07, 122","00, 08, 122","00, 09, 122","00, 10, 122","00, 11, 122","00, 12, 122","00, 13, 122","00, 14, 122","00, 15, 122","00, 16, 122","00, 17, 122","00, 18, 122","00, 19, 122"
"00, 00, 123","00, 01, 123","00, 02, 123","00, 03, 123","00, 04, 123","00, 05, 123","00, 06, 123","00, 07, 123","00, 08, 123","00, 09, 123","00, 10, 123","00, 11, 123","00, 12, 123","00, 13, 123","00, 14, 123","00, 15, 123","00, 16, 123","00, 17, 123","00, 18, 123","00, 19, 123"
"00, 00, 124","00, 01, 124","00, 02, 124","00, 03, 124","00, 04, 124","00, 05, 124","00, 06, 124","00, 07, 124","00, 08, 124","00, 09, 124","00, 10, 124","00, 11, 124","00, 12, 124","00, 13, 124","00, 14, 124","00, 15, 124","00, 16, 124","00, 17, 124","00, 18, 124","00, 19, 124"
"00, 00, 125","00, 01, 125","00, 02, 125","00, 03, 125","00, 04, 125","00, 05, 125","00, 06, 125","00, 07, 125","00, 08, 125","00, 09, 125","00, 10, 125","00, 11, 125","00, 12, 125","00, 13, 125","00, 14, 125","00, 15, 125","00, 16, 125","00, 17, 125","00, 18, 125","00, 19, 125"
"00, 00, 126","00, 01, 126","00, 02, 126","00, 03, 126","00, 04, 126","00, 05, 126","00, 06, 126","00, 07, 126","00, 08, 126","00, 09, 126","00, 10, 126","00, 11, 126","00, 12, 126","00, 13, 126","00, 14, 126","00, 15, 126","00, 16, 126","00, 17, 126","00, 18, 126","00, 19, 126"
"00, 00, 127","00, 01, 127","00, 02, 127","00, 03, 127","00, 04, 127","00, 05, 127","00, 06, 127","00, 07, 127","00, 08, 127","00, 09, 127","00, 10, 127","00, 11, 127","00, 12, 127","00, 13, 127","00, 14, 127","00, 15, 127","00, 16, 127","00, 17, 127","00, 18, 127","00, 19, 127"
"00, 00, 128","00, 01, 128","00, 02, 128","00, 03, 128","00, 04, 128","00, 05, 128","00, 06, 128","00, 07, 128","00, 08, 128","00, 09, 128","00, 10, 128","00, 11, 128","00, 12, 128","00, 13, 128","00, 14, 128","00, 15, 128","00, 16, 128","00, 17, 128","00, 18, 128","00, 19, 128"
"00, 00, 129","00, 01, 129","00, 02, 129","00, 03, 129","00, 04, 129","00, 05, 129","00, 06, 129","00, 07, 129","00, 08, 129","00, 09, 129","00, 10, 129","00, 11, 129","00, 12, 129","00, 13, 129","00, 14, 129","00, 15, 129","00, 16, 129","00, 17, 129","00, 18, 129","00, 19, 129"
"00, 00, 130","00, 01, 130","00, 02, 130","00, 03, 130","00, 04, 130","00, 05, 130","00, 06, 130","00, 07, 130","00, 08, 130","00, 09, 130","00, 10, 130","00, 11, 130","00, 12, 130","00, 13, 130","00, 14, 130","00, 15, 130","00, 16, 130","00, 17, 130","00, 18, 130","00, 19, 130"
"00, 00, 131","00, 01, 131","00, 02, 131","00, 03, 131","00, 04, 131","00, 05, 131","00, 06, 131","00, 07, 131","00, 08, 131","00, 09, 131","00, 10, 131","00, 11, 131","00, 12, 131","00, 13, 131","00, 14, 131","00, 15, 131","00, 16, 131","00, 17, 131","00, 18, 131","00, 19, 131"
"00, 00, 132","00, 01, 132","00, 02, 132","00, 03, 132","00, 04, 132","00, 05, 132","00, 06, 132","00, 07, 132","00, 08, 132","00, 09, 132","00, 10, 132","00, 11, 132","00, 12, 132","00, 13, 132","00, 14, 132","00, 15, 132","00, 16, 132","00, 17, 132","00, 18, 132","00, 19, 132"
"00, 00, 133","00, 01, 133","00, 02, 133","00, 03, 133","00, 04, 133","00, 05, 133","00, 06, 133","00, 07, 133","00, 08, 133","00, 09, 133","00, 10, 133","00, 11, 133","00, 12, 133","00, 13, 133","00, 14, 133","00, 15, 133","00, 16, 133","00, 17, 133","00, 18, 133","00, 19, 133"
"00, 00, 134","00, 01, 134","00, 02, 134","00, 03, 134","00, 04, 134","00, 05, 134","00, 06, 134","00, 07, 134","00, 08, 134","00, 09, 134","00, 10, 134","00, 11, 134","00, 12, 134","00, 13, 134","00, 14, 134","00, 15, 134","00, 16, 134","00, 17, 134","00, 18, 134","00, 19, 134"
"00, 00, 135","00, 01, 135","00, 02, 135","00, 03, 135","00, 04, 135","00, 05, 135","00, 06, 135","00, 07, 135","00, 08, 135","00, 09, 135","00, 10, 135","00, 11, 135","00, 12, 135","00, 13, 135","00, 14, 135","00, 15, 135","00, 16, 135","00, 17, 135","00, 18, 135","00, 19, 135"
"00, 00, 136","00, 01, 136","00, 02, 136","00, 03, 136","00, 04, 136","00, 05, 136","00, 06, 136","00, 07, 136","00, 08, 136","00, 09, 136","00, 10, 136","00, 11, 136","00, 12, 136","00, 13, 136","00, 14, 136","00, 15, 136","00, 16, 136","00, 17, 136","00, 18, 136","00, 19, 136"
"00, 00, 137","00, 01, 137","00, 02, 137","00, 03, 137","00, 04, 137","00, 05, 137","00, 06, 137","00, 07, 137","00, 08, 137","00, 09, 137","00, 10, 137","00, 11, 137","00, 12, 137","00, 13, 137","00, 14, 137","00, 15, 137","00, 16, 137","00, 17, 137","00, 18, 137","00, 19, 137"
"00, 00, 138","00, 01, 138","00, 02, 138","00, 03, 138","00, 04, 138","00, 05, 138","00, 06, 138","00, 07, 138","00, 08, 138","00, 09, 138","00, 10, 138","00, 11, 138","00, 12, 138","00, 13, 138","00, 14, 138","00, 15, 138","00, 16, 138","00, 17, 138","00, 18, 138","00, 19, 138"
"00, 00, 139","00, 01, 139","00, 02, 139","00, 03, 139","00, 04, 139","00, 05, 139","00, 06, 139","00, 07, 139","00, 08, 139","00, 09, 139","00, 10, 139","00, 11, 139","00, 12, 139","00, 13, 139","00, 14, 139","00, 15, 139","00, 16, 139","00, 17, 139","00, 18, 139","00, 19, 139"
"00, 00, 140","00, 01, 140","00, 02, 140","00, 03, 140","00, 04, 140","00, 05, 140","00, 06, 140","00, 07, 140","00, 08, 140","00, 09, 140","00, 10, 140","00, 11, 140","00, 12, 140","00, 13, 140","00, 14, 140","00, 15, 140","00, 16, 140","00, 17, 140","00, 18, 140","00, 19, 140"
"00, 00, 141","00, 01, 141","00, 02, 141","00, 03, 141","00, 04, 141","00, 05, 141","00, 06, 141","00, 07, 141","00, 08, 141","00, 09, 141","00, 10, 141","00, 11, 141","00, 12, 141","00, 13, 141","00, 14, 141","00, 15, 141","00, 16, 141","00, 17, 141","00, 18, 141","00, 19, 141"
"00, 00, 142","00, 01, 142","00, 02, 142","00, 03, 142","00, 04, 142","00, 05, 142","00, 06, 142","00, 07, 142","00, 08, 142","00, 09, 142","00, 10, 142","00, 11, 142","00, 12, 142","00, 13, 142","00, 14, 142","00, 15, 142","00, 16, 142","00, 17, 142","00, 18, 142","00, 19, 142"
"00, 00, 143","00, 01, 143","00, 02, 143","00, 03, 143","00, 04, 143","00, 05, 143","00, 06, 143","00, 07, 143","00, 08, 143","00, 09, 143","00, 10, 143","00, 11, 143","00, 12, 143","00, 13, 143","00, 14, 143","00, 15, 143","00, 16, 143","00, 17, 143","00, 18, 143","00, 19, 143"
"00, 00, 144","00, 01, 144","00, 02, 144","00, 03, 144","00, 04, 144","00, 05, 144","00, 06, 144","00, 07, 144","00, 08, 144","00, 09, 144","00, 10, 144","00, 11, 144","00, 12, 144","00, 13, 144","00, 14, 144","00, 15, 144","00, 16, 144","00, 17, 144","00, 18, 144","00, 19, 144"
"00, 00, 145","00, 01, 145","00, 02, 145","00, 03, 145","00, 04, 145","00, 05, 145","00, 06, 145","00, 07, 145","00, 08, 145","00, 09, 145","00, 10, 145","00, 11, 145","00, 12, 145","00, 13, 145","00, 14, 145","00, 15, 145","00, 16, 145","00, 17, 145","00, 18, 145","00, 19, 145"
"00, 00, 146","00, 01, 146","00, 02, 146","00, 03, 146","00, 04, 146","00, 05, 146","00, 06, 146","00, 07, 146","00, 08, 146","00, 09, 146","00, 10, 146","00, 11, 146","00, 12, 146","00, 13, 146","00, 14, 146","00, 15, 146","00, 16, 146","00, 17, 146","00, 18, 146","00, 19, 146"
"00, 00, 147","00, 01, 147","00, 02, 147","00, 03, 147","00, 04, 147","00, 05, 147","00, 06, 147","00, 07, 147","00, 08, 147","00, 09, 147","00, 10, 147","00, 11, 147","00, 12, 147","00, 13, 147","00, 14, 147","00, 15, 147","00, 16, 147","00, 17, 147","00, 18, 147","00, 19, 147"
"00, 00, 148","00, 01, 148","00, 02, 148","00, 03, 148","00, 04, 148","00, 05, 148","00, 06, 148","00, 07, 148","00, 08, 148","00, 09, 148","00, 10, 148","00, 11, 148","00, 12, 148","00, 13, 148","00, 14, 148","00, 15, 148","00, 16, 148","00, 17, 148","00, 18, 148","00, 19, 148"
"00, 00, 149","00, 01, 149","00, 02, 149","00, 03, 149","00, 04, 149","00, 05, 149","00, 06, 149","00, 07, 149","00, 08, 149","00, 09, 149","00, 10, 149","00, 11, 149","00, 12, 149","00, 13, 149","00, 14, 149","00, 15, 149","00, 16, 149","00, 17, 149","00, 18, 149","00, 19, 149"
"00, 00, 150","00, 01, 150","00, 02, 150","00, 03, 150","00, 04, 150","00, 05, 150","00, 06, 150","00, 07, 150","00, 08, 150","00, 09, 150","00, 10, 150","00, 11, 150","00, 12, 150","00, 13, 150","00, 14, 150","00, 15, 150","00, 16, 150","00, 17, 150","00, 18, 150","00, 19, 150"
"00, 00, 151","00, 01, 151","00, 02, 151","00, 03, 151","00, 04, 151","00, 05, 151","00, 06, 151","00, 07, 151","00, 08, 151","00, 09, 151","00, 10, 151","00, 11, 151","00, 12, 151","00, 13, 151","00, 14, 151","00, 15, 151","00, 16, 151","00, 17, 151","00, 18, 151","00, 19, 151"
"00, 00, 152","00, 01, 152","00, 02, 152","00, 03, 152","00, 04, 152","00, 05, 152","00, 06, 152","00, 07, 152","00, 08, 152","00, 09, 152","00, 10, 152","00, 11, 152","00, 12, 152","00, 13, 152","00, 14, 152","00, 15, 152","00, 16, 152","00, 17, 152","00, 18, 152","00, 19, 152"
"00, 00, 153","00, 01, 153","00, 02, 153","00, 03, 153","00, 04, 153","00, 05, 153","00, 06, 153","00, 07, 153","00, 08, 153","00, 09, 153","00, 10, 153","00, 11, 153","00, 12, 153","00, 13, 153","00, 14, 153","00, 15, 153","00, 16, 153","00, 17, 153","00, 18, 153","00, 19, 153"
"00, 00, 154","00, 01, 154","00, 02, 154","00, 03, 154","00, 04, 154","00, 05, 154","00, 06, 154","00, 07, 154","00, 08, 154","00, 09, 154","00, 10, 154","00, 11, 154","00, 12, 154","00, 13, 154","00, 14, 154","00, 15, 154","00, 16, 154","00, 17, 154","00, 18, 154","00, 19, 154"
"00, 00, 155","00, 01, 155","00, 02, 155","00, 03, 155","00, 04, 155","00, 05, 155","00, 06, 155","00, 07, 155","00, 08, 155","00, 09, 155","00, 10, 155","00, 11, 155","00, 12, 155","00, 13, 155","00, 14, 155","00, 15, 155","00, 16, 155","00, 17, 155","00, 18, 155","00, 19, 155"
"00, 00, 156","00, 01, 156","00, 02, 156","00, 03, 156","00, 04, 156","00, 05, 156","00, 06, 156","00, 07, 156","00, 08, 156","00, 09, 156","00, 10, 156","00, 11, 156","00, 12, 156","00, 13, 156","00, 14, 156","00, 15, 156","00, 16, 156","00, 17, 156","00, 18, 156","00, 19, 156"
"01, 00, 000","01, 01, 000","01, 02, 000","01, 03, 000","01, 04, 000","01, 05, 000","01, 06, 000","01, 07, 000","01, 08, 000","01, 09, 000","01, 10, 000","01, 11, 000","01, 12, 000","01, 13, 000","01, 14, 000","01, 15, 000","01, 16, 000","01, 17, 000","01, 18, 000","01, 19, 000"
"01, 00, 001","01, 01, 001","01, 02, 001","01, 03, 001","01, 04, 001","01, 05, 001","01, 06, 001","01, 07, 001","01, 08, 001","01, 09, 001","01, 10, 001","01, 11, 001","01, 12, 001","01, 13, 001","01, 14, 001","01, 15, 001","01, 16, 001","01, 17, 001","01, 18, 001","01, 19, 001"
"01, 00, 002","01, 01, 002","01, 02, 002","01, 03, 002","01, 04, 002","01, 05, 002","01, 06, 002","01, 07, 002","01, 08, 002","01, 09, 002","01, 10, 002","01, 11, 002","01, 12, 002","01, 13, 002","01, 14, 002","01, 15, 002","01, 16, 002","01, 17, 002","01, 18, 002","01, 19, 002"
"01, 00, 003","01, 01, 003","01, 02, 003","01, 03, 003","01, 04, 003","01, 05, 003","01, 06, 003","01, 07, 003","01, 08, 003","01, 09, 003","01, 10, 003","01, 11, 003","01, 12, 003","01, 13, 003","01, 14, 003","01, 15, 003","01, 16, 003","01, 17, 003","01, 18, 003","01, 19, 003"
